0.7420	-0.6701	-0.0072	-0.0185	0.9997	-0.0106
0.7166	-0.6967	-0.0147	-0.0314	0.9941	-0.1024
0.6896	-0.7226	-0.0235	-0.0423	0.9781	-0.2024
0.6611	-0.7478	-0.0334	-0.0507	0.9487	-0.3103
0.6312	-0.7723	-0.0438	-0.0561	0.9024	-0.4250
0.6000	-0.7961	-0.0539	-0.0578	0.8353	-0.5441
0.5674	-0.8192	-0.0627	-0.0554	0.7432	-0.6638
0.5333	-0.8417	-0.0686	-0.0490	0.6225	-0.7781
0.4976	-0.8637	-0.0699	-0.0389	0.4707	-0.8786
0.4599	-0.8852	-0.0648	-0.0264	0.2886	-0.9549
0.4198	-0.9060	-0.0518	-0.0136	0.0809	-0.9953
0.3768	-0.9258	-0.0302	-0.0037	-0.1418	-0.9894
0.3306	-0.9438	-0.0009	0.0000	-0.3643	-0.9313
0.2812	-0.9590	0.0338	-0.0055	-0.5687	-0.8218
0.2288	-0.9707	0.0704	-0.0219	-0.7389	-0.6697
0.1743	-0.9779	0.1049	-0.0493	-0.8642	-0.4896
0.1185	-0.9801	0.1339	-0.0862	-0.9411	-0.2982
0.0625	-0.9773	0.1551	-0.1298	-0.9731	-0.1105
0.0072	-0.9698	0.1675	-0.1773	-0.9678	0.0627
-0.0468	-0.9578	0.1712	-0.2262	-0.9345	0.2149
-0.0988	-0.9418	0.1671	-0.2743	-0.8824	0.3439
-0.1487	-0.9225	0.1563	-0.3201	-0.8189	0.4501
-0.1960	-0.9002	0.1400	-0.3629	-0.7498	0.5352
-0.2408	-0.8753	0.1194	-0.4020	-0.6794	0.6021
-0.2829	-0.8483	0.0954	-0.4374	-0.6104	0.6535
-0.3224	-0.8194	0.0689	-0.4689	-0.5445	0.6920
-0.3592	-0.7890	0.0407	-0.4967	-0.4828	0.7201
-0.3934	-0.7574	0.0113	-0.5210	-0.4258	0.7397
-0.4250	-0.7248	-0.0188	-0.5420	-0.3736	0.7525
-0.4540	-0.6914	-0.0493	-0.5599	-0.3262	0.7601
-0.4805	-0.6575	-0.0798	-0.5749	-0.2833	0.7635
-0.5046	-0.6232	-0.1100	-0.5873	-0.2448	0.7636
-0.5264	-0.5887	-0.1399	-0.5973	-0.2102	0.7612
-0.5459	-0.5542	-0.1692	-0.6051	-0.1793	0.7570
-0.5634	-0.5198	-0.1978	-0.6110	-0.1518	0.7514
-0.5788	-0.4857	-0.2257	-0.6150	-0.1272	0.7447
-0.5922	-0.4519	-0.2527	-0.6174	-0.1055	0.7374
-0.6039	-0.4186	-0.2788	-0.6184	-0.0862	0.7297
-0.6138	-0.3858	-0.3040	-0.6181	-0.0692	0.7217
-0.6222	-0.3536	-0.3282	-0.6166	-0.0541	0.7136
-0.6291	-0.3221	-0.3515	-0.6140	-0.0408	0.7055
-0.6346	-0.2913	-0.3738	-0.6106	-0.0291	0.6976
-0.6388	-0.2612	-0.3952	-0.6063	-0.0189	0.6899
-0.6418	-0.2320	-0.4156	-0.6013	-0.0099	0.6824
-0.6437	-0.2035	-0.4351	-0.5957	-0.0020	0.6751
-0.6447	-0.1759	-0.4537	-0.5896	0.0048	0.6682
-0.6447	-0.1491	-0.4714	-0.5830	0.0108	0.6616
-0.6439	-0.1232	-0.4882	-0.5761	0.0160	0.6554
-0.6424	-0.0980	-0.5043	-0.5687	0.0204	0.6495
-0.6401	-0.0737	-0.5195	-0.5612	0.0243	0.6439
-0.6373	-0.0503	-0.5340	-0.5534	0.0275	0.6386
-0.6338	-0.0276	-0.5478	-0.5454	0.0303	0.6337
-0.6299	-0.0057	-0.5608	-0.5373	0.0327	0.6291
-0.6255	0.0154	-0.5732	-0.5290	0.0347	0.6248
-0.6208	0.0358	-0.5850	-0.5208	0.0363	0.6208
-0.6157	0.0554	-0.5961	-0.5124	0.0377	0.6170
-0.6102	0.0743	-0.6066	-0.5040	0.0387	0.6135
-0.6045	0.0925	-0.6167	-0.4957	0.0396	0.6103
-0.5986	0.1101	-0.6261	-0.4873	0.0402	0.6073
-0.5925	0.1270	-0.6351	-0.4790	0.0407	0.6046
-0.5861	0.1433	-0.6436	-0.4708	0.0410	0.6020
-0.5797	0.1590	-0.6517	-0.4626	0.0412	0.5997
-0.5731	0.1740	-0.6593	-0.4545	0.0413	0.5975
-0.5664	0.1886	-0.6666	-0.4464	0.0412	0.5955
-0.5596	0.2026	-0.6734	-0.4385	0.0411	0.5937
-0.5528	0.2161	-0.6799	-0.4307	0.0409	0.5921
-0.5459	0.2290	-0.6861	-0.4229	0.0406	0.5906
-0.5389	0.2415	-0.6919	-0.4153	0.0403	0.5892
-0.5320	0.2536	-0.6974	-0.4078	0.0399	0.5880
-0.5250	0.2652	-0.7026	-0.4004	0.0395	0.5869
-0.5181	0.2763	-0.7076	-0.3931	0.0390	0.5859
-0.5111	0.2871	-0.7123	-0.3860	0.0386	0.5850
-0.5042	0.2975	-0.7167	-0.3789	0.0381	0.5842
-0.4973	0.3075	-0.7209	-0.3720	0.0376	0.5835
-0.4905	0.3171	-0.7249	-0.3652	0.0370	0.5829
-0.4837	0.3264	-0.7287	-0.3586	0.0365	0.5824
-0.4769	0.3354	-0.7322	-0.3520	0.0359	0.5819
-0.4702	0.3440	-0.7356	-0.3456	0.0354	0.5815
-0.4635	0.3523	-0.7388	-0.3393	0.0348	0.5812
-0.4569	0.3604	-0.7419	-0.3331	0.0343	0.5809
-0.4504	0.3682	-0.7447	-0.3270	0.0337	0.5807
-0.4439	0.3757	-0.7475	-0.3211	0.0332	0.5806
-0.4375	0.3829	-0.7500	-0.3152	0.0326	0.5805
-0.4312	0.3899	-0.7525	-0.3095	0.0321	0.5805
-0.4250	0.3966	-0.7548	-0.3039	0.0316	0.5804
-0.4188	0.4032	-0.7570	-0.2984	0.0310	0.5805
-0.4127	0.4095	-0.7591	-0.2930	0.0305	0.5805
-0.4066	0.4156	-0.7610	-0.2877	0.0300	0.5806
-0.4007	0.4215	-0.7629	-0.2825	0.0295	0.5808
-0.3948	0.4272	-0.7647	-0.2774	0.0290	0.5809
-0.3890	0.4327	-0.7663	-0.2724	0.0286	0.5811
-0.3833	0.4380	-0.7679	-0.2675	0.0281	0.5814
-0.3776	0.4432	-0.7694	-0.2627	0.0276	0.5816
-0.3720	0.4482	-0.7708	-0.2580	0.0272	0.5819
-0.3665	0.4531	-0.7721	-0.2534	0.0268	0.5821
-0.3611	0.4577	-0.7734	-0.2489	0.0264	0.5824
-0.3557	0.4623	-0.7746	-0.2445	0.0259	0.5828
-0.3505	0.4667	-0.7757	-0.2401	0.0255	0.5831
-0.3453	0.4710	-0.7768	-0.2358	0.0252	0.5834
-0.3401	0.4751	-0.7778	-0.2316	0.0248	0.5838
-0.3351	0.4791	-0.7787	-0.2275	0.0244	0.5842
-0.3301	0.4830	-0.7796	-0.2235	0.0241	0.5845
-0.3252	0.4868	-0.7804	-0.2196	0.0237	0.5849
-0.3204	0.4904	-0.7812	-0.2157	0.0234	0.5853
-0.3156	0.4940	-0.7820	-0.2119	0.0230	0.5857
-0.3109	0.4975	-0.7827	-0.2081	0.0227	0.5862
-0.3062	0.5008	-0.7833	-0.2045	0.0224	0.5866
-0.3017	0.5041	-0.7839	-0.2009	0.0221	0.5870
-0.2972	0.5072	-0.7845	-0.1973	0.0218	0.5875
-0.2927	0.5103	-0.7851	-0.1939	0.0216	0.5879
-0.2884	0.5133	-0.7856	-0.1905	0.0213	0.5883
-0.2841	0.5162	-0.7861	-0.1871	0.0210	0.5888
-0.2798	0.5190	-0.7865	-0.1838	0.0208	0.5892
-0.2756	0.5217	-0.7869	-0.1806	0.0205	0.5897
-0.2715	0.5244	-0.7873	-0.1774	0.0203	0.5901
-0.2674	0.5270	-0.7876	-0.1743	0.0201	0.5906
-0.2634	0.5295	-0.7880	-0.1713	0.0198	0.5911
-0.2595	0.5320	-0.7883	-0.1683	0.0196	0.5915
-0.2556	0.5343	-0.7886	-0.1653	0.0194	0.5920
-0.2517	0.5367	-0.7888	-0.1624	0.0192	0.5925
-0.2479	0.5389	-0.7891	-0.1596	0.0190	0.5929
-0.2442	0.5411	-0.7893	-0.1568	0.0188	0.5934
-0.2405	0.5433	-0.7895	-0.1540	0.0187	0.5938
-0.2369	0.5454	-0.7897	-0.1513	0.0185	0.5943
-0.2333	0.5474	-0.7898	-0.1486	0.0183	0.5948
-0.2298	0.5494	-0.7900	-0.1460	0.0182	0.5952
-0.2263	0.5513	-0.7901	-0.1435	0.0180	0.5957
-0.2228	0.5532	-0.7902	-0.1409	0.0179	0.5961
-0.2195	0.5551	-0.7903	-0.1384	0.0177	0.5966
-0.2161	0.5568	-0.7904	-0.1360	0.0176	0.5971
-0.2128	0.5586	-0.7905	-0.1336	0.0174	0.5975
-0.2096	0.5603	-0.7905	-0.1312	0.0173	0.5980
-0.2064	0.5620	-0.7906	-0.1289	0.0172	0.5984
-0.2032	0.5636	-0.7906	-0.1266	0.0171	0.5989
-0.2001	0.5652	-0.7906	-0.1243	0.0170	0.5993
-0.1970	0.5667	-0.7906	-0.1221	0.0169	0.5998
-0.1940	0.5682	-0.7906	-0.1199	0.0168	0.6002
-0.1910	0.5697	-0.7906	-0.1178	0.0166	0.6006
-0.1880	0.5711	-0.7906	-0.1156	0.0166	0.6011
-0.1851	0.5726	-0.7906	-0.1136	0.0165	0.6015
-0.1822	0.5739	-0.7905	-0.1115	0.0164	0.6019
-0.1794	0.5753	-0.7905	-0.1095	0.0163	0.6024
-0.1766	0.5766	-0.7905	-0.1075	0.0162	0.6028
-0.1738	0.5779	-0.7904	-0.1055	0.0161	0.6032
-0.1711	0.5791	-0.7903	-0.1036	0.0161	0.6036
-0.1684	0.5803	-0.7903	-0.1017	0.0160	0.6041
-0.1657	0.5815	-0.7902	-0.0998	0.0159	0.6045
-0.1631	0.5827	-0.7901	-0.0980	0.0159	0.6049
-0.1605	0.5839	-0.7900	-0.0961	0.0158	0.6053
-0.1579	0.5850	-0.7899	-0.0943	0.0157	0.6057
-0.1554	0.5861	-0.7898	-0.0926	0.0157	0.6061
-0.1529	0.5871	-0.7897	-0.0908	0.0156	0.6065
-0.1504	0.5882	-0.7896	-0.0891	0.0156	0.6069
-0.1480	0.5892	-0.7895	-0.0874	0.0155	0.6073
-0.1456	0.5902	-0.7894	-0.0857	0.0155	0.6077
-0.1432	0.5912	-0.7892	-0.0841	0.0154	0.6081
-0.1409	0.5922	-0.7891	-0.0825	0.0154	0.6085
-0.1385	0.5931	-0.7890	-0.0808	0.0154	0.6089
-0.1362	0.5940	-0.7889	-0.0793	0.0153	0.6093
-0.1340	0.5949	-0.7887	-0.0777	0.0153	0.6096
-0.1317	0.5958	-0.7886	-0.0762	0.0153	0.6100
-0.1295	0.5967	-0.7884	-0.0746	0.0152	0.6104
-0.1273	0.5975	-0.7883	-0.0732	0.0152	0.6108
-0.1252	0.5984	-0.7881	-0.0717	0.0152	0.6111
-0.1230	0.5992	-0.7880	-0.0702	0.0152	0.6115
-0.1209	0.6000	-0.7878	-0.0688	0.0151	0.6118
-0.1188	0.6008	-0.7877	-0.0674	0.0151	0.6122
-0.1168	0.6015	-0.7875	-0.0660	0.0151	0.6126
-0.1147	0.6023	-0.7874	-0.0646	0.0151	0.6129
-0.1127	0.6030	-0.7872	-0.0632	0.0151	0.6133
-0.1107	0.6037	-0.7870	-0.0619	0.0151	0.6136
-0.1088	0.6044	-0.7869	-0.0605	0.0150	0.6140
-0.1068	0.6051	-0.7867	-0.0592	0.0150	0.6143
-0.1049	0.6058	-0.7865	-0.0579	0.0150	0.6146
-0.1030	0.6065	-0.7864	-0.0566	0.0150	0.6150
-0.1011	0.6071	-0.7862	-0.0554	0.0150	0.6153
-0.0993	0.6078	-0.7860	-0.0541	0.0150	0.6157
-0.0974	0.6084	-0.7858	-0.0529	0.0150	0.6160
-0.0956	0.6090	-0.7857	-0.0517	0.0150	0.6163
